0.1,-0.49916708323414,-0.000832916765859448,99.950016218287
0.01,-0.499991666708333,-8.33329166732844e-06,99.9994872788638
0.001,-0.499999916666716,-8.33332842176127e-08,100.622064954498
0.0001,-0.499999999166723,-8.3327739153205e-10,29.5400610801222
1e-05,-0.499999999986622,-1.33776323352208e-11,-0.0999998
1e-06,-0.500000000014378,1.43778877692569e-11,-0.1
1e-07,-0.499999999736822,-2.63177868387032e-10,-0.166666666111111
1e-08,-0.50000000251238,2.51237969317586e-09,-0.3000000007
1e-09,-0.499999985859034,-1.41409657317126e-08,-Inf
1e-10,-0.500000041370185,4.13701855550563e-08,0
1e-11,-0.500000041370185,4.13701855550563e-08,-0.0666666666666667
1e-12,-0.499988939139939,-1.10608600606965e-05,-0.3
1e-13,-0.500155472593633,0.000155472593633077,10000000000000
1e-14,-0.49960036108132,-0.000399638918679501,-9.99999999999999e-16
